title,authors,year,openalex_id,doi,url,abstract_text,keywords,category
Holistic and part‐based face recognition in children with autism,"Robert M. Joseph, James W. Tanaka",2003,https://openalex.org/W2131472554,https://doi.org/10.1111/1469-7610.00142,https://doi.org/10.1111/1469-7610.00142,"Background: There is substantial evidence that children with autism are impaired in face recognition. Although many researchers have suggested that this impairment derives from a failure of holistic face processing and a tendency to represent and encode faces on a part‐by‐part basis, this hypothesis has not been tested directly. Method: Holistic face processing was assessed by comparing children's ability to recognize a face part (eyes, nose, or mouth) in the context of the whole face in which it was learned with their ability to recognize the same face part in isolation. Results: In Study 1, as expected, typically developing 9‐year‐olds ( n =27) and 11‐year‐olds ( n =30) were significantly better at recognizing face parts presented in the whole than in the part test condition, and this effect was limited to upright faces and not found for inverted faces. Consistent with prior findings, typically developing children were most accurate when face recognition depended on the eyes. In Study 2, high‐functioning children with autism ( n =22) evidenced a whole‐test advantage for mouths only, and were markedly deficient when face recognition depended on the eyes. Their pattern of performance diverged from age‐ and IQ‐matched comparison participants ( n =20), who performed similarly to the typically developing children in Study 1. Conclusions: These findings suggest that face recognition abnormalities in autism are not fully explained by an impairment of holistic face processing, and that there is an unusual significance accorded to the mouth region when children with autism process information from people's faces.","autism, faces, face, recognizing, nose",Social & Emotional Development
Executive functions in children with Autism Spectrum Disorders,"Sally Robinson, Lorna Goddard, Barbara Dritschel, Mary Wisley, Patricia Howlin",2009,https://openalex.org/W2159097812,https://doi.org/10.1016/j.bandc.2009.06.007,https://doi.org/10.1016/j.bandc.2009.06.007,(no abstract found: try through the website),"Psychology, Executive functions, Autism, Verbal fluency test, Cognitive flexibility, Developmental psychology, Executive dysfunction, Stroop effect, Wisconsin Card Sorting Test, Autism spectrum disorder, Generativity, Mental age, Cognition, Intelligence quotient, Neuropsychology, Psychiatry","Communication & Language, Social & Emotional Development"
Steps in Theory‐of‐Mind Development for Children With Deafness or Autism,"Candida C. Peterson, Henry M. Wellman, David Liu",2005,https://openalex.org/W2066058594,https://doi.org/10.1111/j.1467-8624.2005.00859.x,https://doi.org/10.1111/j.1467-8624.2005.00859.x,"Prior research demonstrates that understanding theory of mind (ToM) is seriously and similarly delayed in late‐signing deaf children and children with autism. Are these children simply delayed in timing relative to typical children, or do they demonstrate different patterns of development? The current research addressed this question by testing 145 children (ranging from 3 to 13 years) with deafness, autism, or typical development using a ToM scale. Results indicate that all groups followed the same sequence of steps, up to a point, but that children with autism showed an importantly different sequence of understandings (in the later steps of the progression) relative to all other groups.","autism, deafness, deaf, mind, understandings",Education & Learning
"Current Perspectives on Motor Functioning in Infants, Children, and Adults With Autism Spectrum Disorders","Anjana Bhat, Rebecca Landa, James C. Galloway",2011,https://openalex.org/W2126766567,https://doi.org/10.2522/ptj.20100294,https://doi.org/10.2522/ptj.20100294,"Autism spectrum disorders (ASDs) are the most common pediatric diagnoses in the United States. In this perspective article, we propose that a diverse set of motor impairments are present in children and adults with ASDs. Specifically, we will discuss evidence related to gross motor, fine motor, postural control, and imitation/praxis impairments. Moreover, we propose that early motor delays within the first 2 years of life may contribute to the social impairments of children with ASDs; therefore, it is important to address motor impairments through timely assessments and effective interventions. Lastly, we acknowledge the limitations of the evidence currently available and suggest clinical implications for motor assessment and interventions in children with ASDs. In terms of assessment, we believe that comprehensive motor evaluations are warranted for children with ASDs and infants at risk for ASDs. In terms of interventions, there is an urgent need to develop novel embodied interventions grounded in movement and motor learning principles for children with autism.","autism, impairments, embodied, postural, infants",Social & Emotional Development
Systems Analysis of Stress and Positive Perceptions in Mothers and Fathers of Pre-School Children with Autism,"Richard P. Hastings, Hanna Kovshoff, Nicholas Ward, Francesca degli Espinosa, Tony N. Brown, Bob Remington",2005,https://openalex.org/W2009238764,https://doi.org/10.1007/s10803-005-0007-8,https://doi.org/10.1007/s10803-005-0007-8,(no abstract found: try through the website),"Autism, Psychology, Developmental psychology, Perception, Mental health, Depression (economics), Clinical psychology, Developmental disorder, Psychiatry, Economics, Neuroscience, Macroeconomics",Social & Emotional Development
Patterns of growth in verbal abilities among children with autism spectrum disorder.,"Deborah K. Anderson, Catherine Lord, Susan Risi, Pamela S. DiLavore, Cory Shulman, Audrey Thurm, Kathleen B. Welch, Andrew Pickles",2007,https://openalex.org/W2170416748,https://doi.org/10.1037/0022-006x.75.4.594,https://doi.org/10.1037/0022-006x.75.4.594,"Verbal skills were assessed at approximately ages 2, 3, 5, and 9 years for 206 children with a clinical diagnosis of autism (n = 98), pervasive developmental disorders-not otherwise specified (PDD-NOS; n = 58), or nonspectrum developmental disabilities (n = 50). Growth curve analyses were used to analyze verbal skills trajectories over time. Nonverbal IQ and joint attention emerged as strong positive predictors of verbal outcome. The gap between the autism and other 2 groups widened with time as the latter improved at a higher rate. However, there was considerable variability within diagnostic groups. Children with autism most at risk for more serious language impairments later in life can be identified with considerable accuracy at a very young age, while improvement can range from minimal to dramatic.","autism, developmental, impairments, disabilities, skills",Therapy & Intervention
The Effect of Therapeutic Horseback Riding on Social Functioning in Children with Autism,"Margaret M. Bass, Catherine A. Duchowny, María M. Llabre",2009,https://openalex.org/W1991674448,https://doi.org/10.1007/s10803-009-0734-3,https://doi.org/10.1007/s10803-009-0734-3,(no abstract found: try through the website),"Horseback riding, Autism, Psychology, Intervention (counseling), Social relation, Autism spectrum disorder, Physical medicine and rehabilitation, Developmental psychology, Clinical psychology, Physical therapy, Psychiatry, Medicine, Social psychology",General / Other
A Meta-Analysis of School-Based Social Skills Interventions for Children With Autism Spectrum Disorders,"Scott Bellini, Jessica K. Peters, Lauren Benner, Andrea Hopf",2007,https://openalex.org/W2108299224,https://doi.org/10.1177/07419325070280030401,https://doi.org/10.1177/07419325070280030401,"Social skills deficits are a central feature of autism spectrum disorders (ASD). This meta-analysis of 55 single-subject design studies examined the effectiveness of school-based social skills interventions for children and adolescents with ASD. Intervention, maintenance, and generalization effects were measured by computing the percentage of non-overlapping data points. The results suggest that social skills interventions have been minimally effective for children with ASD. Specific participant, setting, and procedural features that lead to the most effective intervention outcomes are highlighted, and implications for school personnel are discussed. Finally, the results are compared to the outcomes of similar meta-analyses involving social skills interventions with other populations of children.","autism, social, interventions, skills, adolescents","Behavioral Experiments, Communication & Language"
Characterizing Sleep in Children with Autism Spectrum Disorders: A Multidimensional Approach,"Beth A. Malow, Mary L. Marzec, Susan G. McGrew, Lily Wang, Lynnette M. Henderson, Wendy L. Stone",2006,https://openalex.org/W11887768,https://doi.org/10.1093/sleep/29.12.1563,https://doi.org/10.1093/sleep/29.12.1563,"Parentally reported sleep concerns of insomnia in children with ASD are substantiated by validated sleep questionnaires and by PSG. Furthermore, good sleepers with ASD showed fewer affective problems and better social interactions than ASD poor sleepers.","insomnia, sleepers, sleep, asd, questionnaires",General / Other
Use of technology in interventions for children with autism.,"Tina R. Goldsmith, Linda LeBlanc",2004,https://openalex.org/W2093907351,https://doi.org/10.1037/h0100287,https://doi.org/10.1037/h0100287,"A growing number of studies have investigated diverse applications of technology-based interventions with children with autism. The purpose of this paper is to review growing empirical support for efficacy of technology-based interventions with children with autism and to recommend future directions for research. This review will focus on five examples of technology introduced as a temporary instructional aid to be removed once goal of behavior change has been met: (a) tactile and auditory prompting devices, (b) video-based instruction and feedback, (c) computer-aided instruction, (d) virtual reality, and (e) robotics. Future directions for research and practice with each technology are discussed. Keywords: autism; technology-based interventions; computer-aided instruction; virtual reality; robotics. ********** A growing number of studies have investigated diverse applications of technology-based interventions with children with autism. The popularity of technology in field of psychology is evidenced by development of new journals in area (e.g., Journal of Special Education Technology, Journal of Educational Multimedia and Hypermedia, Journal of Computer Assisted Learning, etc.). In addition, clinical psychology journals are recognizing importance of technology in service delivery and devoting special issues to topic (e.g., Newman, 2004). Parents and clinicians regularly report that children with autism are drawn to technological devices and researchers have noted importance of devising treatments that take advantage of this fascination (Colby, 1973). The purpose of this paper is to review growing empirical support for efficacy of technology-based interventions with children with autism and to recommend future directions for research. A review of technology-based interventions must first clarify use of word technology. The term is broadly defined as the practical application of knowledge or the specialized aspects of a particular field of endeavor (Merriam-Webster's Collegiate Dictionary, 1994, p. 1210). This broad definition encompasses virtually any information or object that has been used in application to a field of study. For example, application of stimulus control is technology to a behavioral clinician. A more specific use of term refers to use of mechanical or electromechanical processes that often increase productivity and reduce or eliminate manual operations or operations done by older technologies. In twenty-first century, technology commonly denotes a variety of popular electromechanical devices such as cell phones, video recording equipment, and hand-held, desktop, and laptop personal computers. It is use of these tools with children with autism that will be subject of this review paper. Some technology-based interventions are designed for indefinite use as an assistive tool (e.g., voice-output augmentative communication devices, microswitches, etc.) while others are introduced as a temporary instructional aid to be removed once goal of behavior change has been met. This review will focus on five examples of second category: tactile and auditory prompting devices, video-based instruction and feedback, computer-aided instruction, virtual reality, and robotics. Research support for use of each technological advancement with children with autism will be reviewed, and directions for future research and practical application will be discussed. Mechanical Prompts Individuals with autism often need external stimulus prompts to initiate, maintain, or terminate a behavior. Commonly used prompts include vocal, gestural, physical, written/pictorial, and signed prompts, and each modality has been demonstrated effective for multiple purposes (MacDuff, Krantz, & McClannahan, 2001). Technological advancements in last decade have created cost-effective automated prompting devices with ability to deliver same level of prompting with less human interaction and obtrusiveness and often less human effort in managing prompt delivery (e. …","autism, technologies, technology, technological, interventions","Behavioral Experiments, Communication & Language"
"Cognitive behavioral therapy for anxiety in children with autism spectrum disorders: a randomized, controlled trial","Jeffrey J. Wood, Amy Drahota, Karen M. Sze, Kim Har, Angela W. Chiu, David A. Langer",2008,https://openalex.org/W2094853561,https://doi.org/10.1111/j.1469-7610.2008.01948.x,https://doi.org/10.1111/j.1469-7610.2008.01948.x,"Background: Children with autism spectrum disorders often present with comorbid anxiety disorders that cause significant functional impairment. This study tested a modular cognitive behavioral therapy (CBT) program for children with this profile. A standard CBT program was augmented with multiple treatment components designed to accommodate or remediate the social and adaptive skill deficits of children with ASD that could pose barriers to anxiety reduction. Method: Forty children (7–11 years old) were randomly assigned to 16 sessions of CBT or a 3‐month waitlist (36 completed treatment or waitlist). Therapists worked with individual families. The CBT model emphasized behavioral experimentation, parent‐training, and school consultation. Independent evaluators blind to treatment condition conducted structured diagnostic interviews and parents and children completed anxiety symptom checklists at baseline and posttreatment/postwaitlist. Results: In intent‐to‐treat analyses, 78.5% of the CBT group met Clinical Global Impressions‐Improvement scale criteria for positive treatment response at posttreatment, as compared to only 8.7% of the waitlist group. CBT also outperformed the waitlist on diagnostic outcomes and parent reports of child anxiety, but not children’s self‐reports. Treatment gains were maintained at 3‐month follow‐up. Conclusions: The CBT manual employed in this study is one of the first adaptations of an evidence‐based treatment for children with autism spectrum disorders. Remission of anxiety disorders appears to be an achievable goal among high‐functioning children with autism.","autism, anxiety, therapy, therapists, impairment",General / Other
High motion coherence thresholds in children with autism,"Elizabeth Milne, John Swettenham, P. Hansen, Ruth Campbell, Helen Jeffries, Kate Plaisted",2002,https://openalex.org/W2144060469,https://doi.org/10.1111/1469-7610.00018,https://doi.org/10.1111/1469-7610.00018,"Background: We assessed motion processing in a group of high functioning children with autism and a group of typically developing children, using a coherent motion detection task. Method: Twenty‐five children with autism (mean age 11 years, 8 months) and 22 typically developing children matched for non‐verbal mental ability and chronological age were required to detect the direction of moving dots in a random dot kinematogram. Results: The group of children with autism showed significantly higher motion coherence thresholds than the typically developing children (i.e., they showed an impaired ability to detect coherent motion). Conclusions: This finding suggests that some individuals with autism may show impairments in low‐level visual processing – specifically in the magnocellular visual pathway. The findings are discussed in terms of implications for higher‐level cognitive theories of autism, and the suggestion is made that more work needs to be carried out to further investigate low‐level visual processing in autism.","autism, impairments, visual, cognitive, motion",General / Other
Project AIM: Autism intervention meta-analysis for studies of young children.,"Micheal Sandbank, Kristen Bottema‐Beutel, Shannon Crowley, Margaret Cassidy, Kacie Dunham, Jacob I. Feldman, Jenna Crank, Susanne A. Albarran, Sweeya Raj, Prachy Mahbub, Tiffany G. Woynaroski",2019,https://openalex.org/W2990306783,https://doi.org/10.1037/bul0000215,https://doi.org/10.1037/bul0000215,"In this comprehensive systematic review and meta-analysis of group design studies of nonpharmacological early interventions designed for young children with autism spectrum disorder (ASD), we report summary effects across 7 early intervention types (behavioral, developmental, naturalistic developmental behavioral intervention [NDBI], TEACCH, sensory-based, animal-assisted, and technology-based), and 15 outcome categories indexing core and related ASD symptoms. A total of 1,615 effect sizes were gathered from 130 independent participant samples. A total of 6,240 participants, who ranged in age from 0-8 years, are represented across the studies. We synthesized effects within intervention and outcome type using a robust variance estimation approach to account for the nesting of effect sizes within studies. We also tracked study quality indicators, and report an additional set of summary effect sizes that restrict included studies to those meeting prespecified quality indicators. Finally, we conducted moderator analyses to evaluate whether summary effects across intervention types were larger for proximal as compared with distal effects, and for context-bound as compared to generalized effects. We found that when study quality indicators were not taken into account, significant positive effects were found for behavioral, developmental, and NDBI intervention types. When effect size estimation was limited to studies with randomized controlled trial (RCT) designs, evidence of positive summary effects existed only for developmental and NDBI intervention types. This was also the case when outcomes measured by parent report were excluded. Finally, when effect estimation was limited to RCT designs and to outcomes for which there was no risk of detection bias, no intervention types showed significant effects on any outcome. (PsycINFO Database Record (c) 2019 APA, all rights reserved).","autism, interventions, intervention, analyses, developmental",General / Other
Conversational Abilities Among Children with Autism and Children with Developmental Delays,"Lisa Capps, Jennifer Kehres, Marian Sigman",1998,https://openalex.org/W2102113362,https://doi.org/10.1177/1362361398024002,https://doi.org/10.1177/1362361398024002,"While it is widely recognized that autism undercuts conversational ability, there has been little systematic examination of the involvement of children with autism in informal conversational interaction. This study compares the behaviour of 15 children with autism and 15 children with developmental delays matched on language ability within the context of a semi-structured conversation. Children with autism more often failed to respond to questions and comments, less often offered new, relevant contributions, and produced fewer narratives of personal experience. In contrast to prior research findings, groups did not differ with respect to use of gesture: several children with autism enhanced their communication through dramatization and pointing. Discussion focuses on the nature of pragmatic impairment in autism; factors underlying the development of conversational ability, including theory of mind; and practices that may promote communicative competence.","autism, conversational, conversation, communicative, communication",Neurological Functioning
Gender and coping: the parents of children with high functioning autism,Stacy W. Gray,2002,https://openalex.org/W1970391398,https://doi.org/10.1016/s0277-9536(02)00059-x,https://doi.org/10.1016/s0277-9536(02)00059-x,(no abstract found: try through the website),"Coping (psychology), Autism, Psychology, Developmental psychology, Qualitative research, Clinical psychology, Social science, Sociology",Social & Emotional Development
Communication Intervention for Children with Autism: A Review of Treatment Efficacy,Howard Goldstein,2002,https://openalex.org/W2111601289,https://doi.org/10.1023/a:1020589821992,https://doi.org/10.1023/a:1020589821992,(no abstract found: try through the website),"Autism, Compendium, Psychology, Intervention (counseling), Psychological intervention, Sign language, Applied behavior analysis, Developmental psychology, Psychiatry, History, Archaeology, Philosophy, Linguistics",Therapy & Intervention
Narrative Ability in High-Functioning Children with Autism or Asperger's Syndrome,"Molly Losh, Lisa Capps",2003,https://openalex.org/W1531442997,https://doi.org/10.1023/a:1024446215446,https://doi.org/10.1023/a:1024446215446,(no abstract found: try through the website),"Autism, Psychology, Narrative, Asperger syndrome, Developmental psychology, Theory of mind, Context (archaeology), High-functioning autism, Autism spectrum disorder, Cognition, Linguistics, Psychiatry, Philosophy, Paleontology, Biology","Behavioral Experiments, Therapy & Intervention"
Evidence-Based Practices in Interventions for Children and Youth with Autism Spectrum Disorders,"Samuel L. Odom, Lana Collet-Klingenberg, Sally J. Rogers, Deborah D. Hatton",2010,https://openalex.org/W2124503536,https://doi.org/10.1080/10459881003785506,https://doi.org/10.1080/10459881003785506,"ABSTRACT Evidence-based practices (EBPs) are the basis on which teachers and other service providers are required to design educational programs for learners with autism spectrum disorders (ASD). As part of their work with the National Professional Development Center (NPDC) on ASD, researchers developed a process for reviewing the research literature and established criteria for identifying EBPs. In their review, they identified 24 focused intervention practices having sufficient evidence. In this article, the authors describe procedures for selecting specific EBPs appropriate for addressing specific IEP goals for learners with ASD. The authors emphasize the importance of systematic implementation of practices.","autism, practices, evidence, intervention, procedures",Social & Emotional Development
The relative risk and timing of divorce in families of children with an autism spectrum disorder.,"Sigan L. Hartley, Erin T. Barker, Marsha Mailick Seltzer, Frank J. Floyd, Jan S. Greenberg, Gael I. Orsmond, Daniel M. Bolt",2010,https://openalex.org/W2113001227,https://doi.org/10.1037/a0019847,https://doi.org/10.1037/a0019847,"We compared the occurrence and timing of divorce in 391 parents of children with an autism spectrum disorder (ASD) and a matched representative sample of parents of children without disabilities using a survival analysis. Parents of children with an ASD had a higher rate of divorce than the comparison group (23.5% vs. 13.8%). The rate of divorce remained high throughout the son's or daughter's childhood, adolescence, and early adulthood for parents of children with an ASD, whereas it decreased following the son's or daughter's childhood (after about age 8 years) in the comparison group. Younger maternal age when the child with ASD was born and having the child born later in the birth order were positively predictive of divorce for parents of children with an ASD. Findings have implications for interventions focused on ameliorating ongoing and long-term marital strains for parents of children with an ASD.","autism, divorce, marital, disabilities, parents",General / Other
Examining the Relationship BetWeen Stress and Lack of Social Support in Mothers of Children With Autism,Brian A. Boyd,2002,https://openalex.org/W2091392558,https://doi.org/10.1177/10883576020170040301,https://doi.org/10.1177/10883576020170040301,"A selective, critical literature revieW is presented on the relationship betWeen stress and the paucity of social supports for mothers of children With autism. The published literature revieWed reveals an association betWeen challenging child characteristics and a mother's inclination to seek social support, With mothers under greater stress being more prone to pursue social support. For mothers of children With autism, informal support appeared to be a more effective stress-buffer than formal support. The cumulative results of several studies illustrated that parents Who received support related better emotionally to their children. Furthermore, loW levels of social support Were the most poWerful predictors of depression and anxiety in mothers.","autism, support, mothers, supports, stress",Behavioral Experiments
Psychopathology in Children and Adolescents with Autism Compared to Young People with Intellectual Disability,"Avril V. Brereton, Bruce J. Tonge, Stewart Einfeld",2006,https://openalex.org/W2094732962,https://doi.org/10.1007/s10803-006-0125-y,https://doi.org/10.1007/s10803-006-0125-y,(no abstract found: try through the website),"Autism, Psychology, Intellectual disability, Psychopathology, Mental health, Developmental disorder, Developmental psychology, Checklist, Young adult, Clinical psychology, Psychiatry, Cognitive psychology",Neurological Functioning
Home-Based Behavioral Treatment of Young Children with Autism,"Stephen J. Sheinkopf, Bryna Siegel",1998,https://openalex.org/W2109334867,https://doi.org/10.1023/a:1026054701472,https://doi.org/10.1023/a:1026054701472,(no abstract found: try through the website),"Autism, Psychology, Psychological intervention, Population, Developmental disorder, Treatment and control groups, Clinical psychology, Pediatrics, Psychiatry, Medicine, Environmental health, Pathology",Social & Emotional Development
Effectiveness of a Home Program Intervention for Young Children with Autism,"Sally Ozonoff, Kristina Cathcart",1998,https://openalex.org/W1482513114,https://doi.org/10.1023/a:1026006818310,https://doi.org/10.1023/a:1026006818310,(no abstract found: try through the website),"Autism, Psychology, Gross motor skill, Treatment and control groups, Intervention (counseling), Motor skill, Developmental psychology, Imitation, Nonverbal communication, Clinical psychology, Developmental disorder, Medicine, Psychiatry, Pathology, Social psychology","Neurological Functioning, Communication & Language"
Feeding Problems in Children With Autism Spectrum Disorders,"Jennifer R. Ledford, David L. Gast",2006,https://openalex.org/W2115276539,https://doi.org/10.1177/10883576060210030401,https://doi.org/10.1177/10883576060210030401,"Many parents of children with autism spectrum disorders (ASD) report that their children have feeding problems. A body of literature targeted toward parents of children with ASD includes information about possible interventions for this problem. Most intervention suggestions within this literature have been only anecdotally reported to be effective; few research studies have addressed maladaptive feeding behaviors in children with ASD. This review synthesizes current research regarding the types of feeding problems and interventions used with children with ASD. In addition, the authors briefly discuss the literature on treating feeding problems in other populations as a means of comparison. They also point out differences in empirically supported treatments and treatments used by parents for aberrant feeding behaviors in children with ASD.","autism, feeding, disorders, interventions, intervention","Behavioral Experiments, Therapy & Intervention, Social & Emotional Development"
Cognitive profiles and social‐communicative functioning in children with autism spectrum disorder,"Robert M. Joseph, Helen Tager‐Flusberg, Catherine Lord",2002,https://openalex.org/W2012337459,https://doi.org/10.1111/1469-7610.00092,https://doi.org/10.1111/1469-7610.00092,"Background: Whether there is an unusual degree of unevenness in the cognitive abilities of children with autism spectrum disorder (ASD) and whether different cognitive profiles among children with ASD might index etiologically significant subgroups are questions of continued debate in autism research. Method: The Differential Ability Scales (DAS) and the Autism Diagnostic Observation Schedule (ADOS) were used to examine profiles of verbal and nonverbal abilities and their relationship to autistic symptomatology in 120 relatively high‐functioning children with ADI‐confirmed diagnoses of autism. Results: Discrepancies between verbal and nonverbal ability scores occurred at a significantly higher rate than in the DAS normative sample (30%) in both a younger group of 73 children (56%) with a mean age of 5;5 and an older group of 47 children (62%) with a mean age of 8;11. Discrepancies were mainly in favor of nonverbal ability in the younger group, but occurred equally in favor of verbal and nonverbal abilities in the older group. Comparison of the two age groups suggested a growing dissociation between verbal and nonverbal (and particularly visual processing) skills with age. In the older group, children with discrepantly higher nonverbal abilities demonstrated significantly greater impairment in social functioning, as measured on the ADOS, independent of absolute level of verbal and overall ability. Conclusions: These findings demonstrate a high rate of uneven cognitive development in children with ASD. Indications of a dissociation between verbal and visual‐perceptual skills among the older children, and the specific association of discrepantly high nonverbal skills with increased social symptoms suggest that the nonverbal &gt; verbal profile may index an etiologically significant subtype of autism.","autism, autistic, impairment, nonverbal, cognitive",Behavioral Experiments
Tense marking in children with autism,"J. A. Roberts, Mabel L. Rice, Helen Tager‐Flusberg",2004,https://openalex.org/W2119806374,https://doi.org/10.1017/s0142716404001201,https://doi.org/10.1017/s0142716404001201,"A recent large-scale study identified a subgroup of children with autism who had a language profile similar to that found among children with specific language impairment (SLI), including difficulties with nonsense word repetition, an ability that has been implicated as one clinical marker for SLI. A second clinical marker for English-speaking children with SLI is high rates of omission of grammatical morphemes that mark tense in obligatory contexts. This study used experimental probes designed to elicit third person and past tense morphology with a large heterogeneous sample of children with autism. The subgroup of children with autism who were language impaired showed high rates of omission of tense marking on the experimental tasks. In addition, some of the children with autism made performance errors that were specific to the autistic population, such as echolalia. These findings further refine the characteristics of language impairment found in a subgroup of children with autism.","autism, autistic, impairment, impaired, morphemes","Neurological Functioning, Behavioral Experiments"
Empirically supported comprehensive treatments for young children with autism,Sally J. Rogers,1998,https://openalex.org/W1967185774,https://doi.org/10.1207/s15374424jccp2702_4,https://doi.org/10.1207/s15374424jccp2702_4,"Describes treatment of autism, a severe, chronic developmental disorder that results in significant lifelong disability for most persons, with few persons ever functioning in an independent and typical lifestyle. Within the past decade, a number of studies have reported significant changes in the outcomes of very young children with autism following intensive comprehensive treatment. The criteria for empirically supported treatments, as described by Lonigan, Elbert, and Johnson (this issue), were applied to reports of eight treatment efficacy studies published in peer-reviewed journals. Whereas positive outcomes are reported in every case, the field does not yet have a treatment that meets the present criteria for well-established or probably efficacious treatment. Hypothesized variables affecting outcomes that need to be rigorously tested include age at start of treatment, type of treatment used, intensity of treatment, and IQ and language levels at the start of treatment.","autism, disability, efficacy, treatment, treatments",Communication & Language
Autism Spectrum Disorders in Extremely Preterm Children,"Samantha Johnson, Chris Hollis, Puja Kochhar, Enid Hennessy, Dieter Wolke, Neil Marlow",2010,https://openalex.org/W2105787734,https://doi.org/10.1016/j.jpeds.2009.10.041,https://doi.org/10.1016/j.jpeds.2009.10.041,(no abstract found: try through the website),"Medicine, Autism, Pediatrics, Neurocognitive, Autism spectrum disorder, Pregnancy, Population, Gestation, Psychiatry, Cognition, Environmental health, Biology, Genetics",Communication & Language
Six Developmental Trajectories Characterize Children With Autism,"Christine Fountain, Alix S. Winter, Peter Bearman",2012,https://openalex.org/W2145095299,https://doi.org/10.1542/peds.2011-1601,https://doi.org/10.1542/peds.2011-1601,"OBJECTIVE: The goal of this study was to describe the typical longitudinal developmental trajectories of social and communication functioning in children with autism and to determine the correlates of these trajectories. METHODS: Children with autism who were born in California from 1992 through 2001 and enrolled with the California Department of Developmental Services were identified. Subjects with &amp;lt;4 evaluations present in the database were excluded, resulting in a sample of 6975 children aged 2 to 14 years. Score sequences were constructed based on 9 evaluative items for social, communication, and repetitive behavior functioning. Typical trajectories were identified by using group-based latent trajectory modeling, and multinomial logistic regression models were used to determine the odds of classification within each trajectory varied by individual and family-level factors. RESULTS: Six typical patterns of social, communication, and repetitive behavior functioning were identified. These trajectories displayed significant heterogeneity in developmental pathways, and children whose symptoms were least severe at first diagnosis tended to improve more rapidly than those severely affected. One group of ∼10% of children experienced rapid gains, moving from severely affected to high functioning. Socioeconomic factors were correlated with trajectory outcomes; children with non-Hispanic, white, well-educated mothers were more likely to be high functioning, and minority children with less-educated mothers or intellectual disabilities were very unlikely to experience rapid gains. CONCLUSIONS: Children with autism have heterogeneous developmental pathways. One group of children evidenced remarkable developmental change over time. Understanding what drives these outcomes is thus critical.","autism, developmental, trajectories, longitudinal, behavior",Therapy & Intervention
Motor Imitation in Young Children with Autism: What's the Object?,"Wendy L. Stone, Opal Ousley, Cynthia D. Littleford",1997,https://openalex.org/W177633777,https://doi.org/10.1023/a:1022685731726,https://doi.org/10.1023/a:1022685731726,(no abstract found: try through the website),"Imitation, Autism, Psychology, Cognitive imitation, Developmental psychology, Cognitive psychology, Motor skill, Perspective (graphical), Object (grammar), Developmental disorder, Social psychology, Computer science, Artificial intelligence","Behavioral Experiments, Social & Emotional Development"
Changes in prevalence of parent-reported autism spectrum disorder in school-aged U.S. children: 2007 to 2011-2012.,"Stephen J. Blumberg, Matthew D. Bramlett, Michael D. Kogan, Laura A. Schieve, Jessica R. Jones, Michael C. Lu",2013,https://openalex.org/W2103590925,,https://pubmed.ncbi.nlm.nih.gov/24988818,"The results of the cohort analyses increase confidence that differential survey measurement error over time was not a major contributor to observed changes in the prevalence of parent-reported ASD. Rather, much of the prevalence increase from 2007 to 2011-2012 for school-aged children was the result of diagnoses of children with previously unrecognized ASD.","prevalence, asd, diagnoses, cohort, analyses","Neurological Functioning, Behavioral Experiments, Education & Learning, Social & Emotional Development"
The everyday routines of families of children with autism,"Roseann C. Schaaf, Susan Toth‐Cohen, Stephanie L. Johnson, Gina Outten, Teal Benevides",2011,https://openalex.org/W2125681499,https://doi.org/10.1177/1362361310386505,https://doi.org/10.1177/1362361310386505,"The purpose of this qualitative study was to explore the lived experience of how sensory-related behaviors of children with autism affected family routines. In-depth semi-structured interviews were conducted with four primary caregivers regarding the meaning and impact of their child’s sensory-related behaviors on family routines that occurred inside and outside the home. Findings indicated that sensory behaviors are one factor that limited family participation in work, family and leisure activities; and that parents employed specific strategies to manage individual and family routines in light of the child’s sensory-related behaviors. This information has important implications for professionals who work with families of children with autism to decrease caregiver stress and to increase life satisfaction for the child and family.","autism, families, family, caregivers, parents","Neurological Functioning, Therapy & Intervention, Social & Emotional Development"
Parent implemented early intervention for young children with autism spectrum disorder: a systematic review,"Helen McConachie, Tim Diggle",2006,https://openalex.org/W2146295012,https://doi.org/10.1111/j.1365-2753.2006.00674.x,https://doi.org/10.1111/j.1365-2753.2006.00674.x,"Abstract Background Recent estimates concerning the prevalence of autism spectrum disorder (ASD) suggest that at least one in 200 children is affected. This group of children and families have important service needs. The involvement of parents in implementing intervention strategies designed to help their autistic children has long been accepted as helpful. The potential benefits are increased skills and reduced stress for parents as well as children. Methods This research review focused on interventions for children aged 1–6 years, and was carried out using systematic methodology: a comprehensive search of psychological, educational and biomedical databases, as well as bibliographies and reference lists of key articles, contact with experts in the field, and hand search of key journals. Only studies which involved a concurrent element of control were included. Results The review found very few studies that had adequate research design from which to draw conclusions about the effectiveness of parent‐implemented early intervention. Both randomized and controlled studies tended to suggest that parent training leads to improved child communicative behaviour, increased maternal knowledge of autism, enhanced maternal communication style and parent child interaction, and reduced maternal depression. Conclusion It seems that parent training can successfully contribute to intervention for young children with ASD. However, the review highlights the need for improved research in this area.","autism, autistic, interventions, parent, intervention",General / Other
